security_code,security_name_abbr,apply_date,issue_result_date,listing_date,issue_price,total_issue_num_wan,online_issue_shares,online_issue_source,issue_amount_yi,top_apply_amount_wan,top_apply_source,top_apply_shares,online_valid_accounts,online_allocated_accounts,online_valid_shares,online_valid_source,frozen_funds_yi,allocation_rate_pct,subscription_multiple,lock_days,guaranteed_threshold_shares,guaranteed_threshold_amount_wan,guaranteed_threshold_reachable,top_apply_below_guaranteed,top_apply_gap_shares,top_apply_gap_amount_wan,fractional_threshold_shares,fractional_threshold_amount_wan,fractional_threshold_source,fractional_time_priority_required,time_priority_scope,subscription_distribution_json,distribution_bucket_count,allocation_fit_json,allocation_fit_quality,allocation_fit_confidence,allocation_fit_usable_for_tuning,allocation_fit_residual_json,allocation_fit_bucket_count,unallocated_avg_amount_wan,allocation_fit_ready,model_mode,model_ready,guaranteed_label_ready,fractional_label_ready,data_quality,missing_fields,prospectus_pdf_found,issue_pdf_found,result_pdf_found,listing_pdf_found,prospectus_pdf_file,issue_pdf_file,result_pdf_file,listing_pdf_file,parse_errors,download_errors
920036,觅睿科技,2026-02-26,2026-03-03,2026-03-09,21.52,1360.55,12244950,ONLINE_ISSUE_NUM,2.635113,1317.4544,replay_dataset,612200,596821,64503,38441842200,issue_result:result,8272.684441,0.031853,3139.403771,5,314000,676,true,false,,,365241.635688,786,manual_ladder,false,none,[],0,"{""available"":true,""method"":""account_lot_equation"",""fit_quality"":""rough_lot_account_fit"",""fit_confidence"":0.7,""fit_usable_for_tuning"":true,""fit_residuals"":{""allocated_account_residual"":0,""allocated_lot_residual"":0,""valid_subscription_balance_residual_shares"":0.0,""unallocated_avg_over_cap_shares"":0.0,""unallocated_avg_under_zero_shares"":0.0,""unallocated_cap_utilization"":0.00544},""allocated_accounts"":64503,""allocated_lots_total"":122449,""average_lots_per_allocated_account"":1.8983458133730213,""unallocated_accounts"":532318,""unallocated_avg_shares"":1707.7361652245463,""unallocated_avg_amount_wan"":3.675048227563224,""unallocated_cap_shares"":313900,""residual_over_cap_shares"":0.0,""top_apply_below_guaranteed"":false,""buckets"":[{""allocated_lots"":2,""accounts"":57946,""threshold_shares"":612200,""threshold_amount_wan"":1317.4544,""basis"":""compressed_extra_lots""},{""allocated_lots"":1,""accounts"":6557,""threshold_shares"":313900,""threshold_amount_wan"":675.5128,""basis"":""fractional_cutoff_estimate""}]}",rough_lot_account_fit,0.7,true,"{""allocated_account_residual"":0,""allocated_lot_residual"":0,""valid_subscription_balance_residual_shares"":0.0,""unallocated_avg_over_cap_shares"":0.0,""unallocated_avg_under_zero_shares"":0.0,""unallocated_cap_utilization"":0.00544}",2,3.675048,true,actual,true,true,true,manual_ladder,,true,true,true,true,920036_觅睿科技_招股说明书.pdf,920036_觅睿科技_发行公告.pdf,920036_觅睿科技_发行结果公告.pdf,920036_觅睿科技_上市公告书.pdf,,
920078,族兴新材,2026-03-09,2026-03-12,2026-03-18,6.98,2300,20700000,ONLINE_ISSUE_NUM,1.44486,722.43,replay_dataset,1034900,504409,99679,98900379000,issue_result:result,6903.246454,0.02093,4777.796087,3,477800,333.75,true,false,,,1035000,722.43,manual_ladder,true,none,[],0,"{""available"":true,""method"":""account_lot_equation"",""fit_quality"":""rough_lot_account_fit"",""fit_confidence"":0.7,""fit_usable_for_tuning"":true,""fit_residuals"":{""allocated_account_residual"":0,""allocated_lot_residual"":0,""valid_subscription_balance_residual_shares"":0.0,""unallocated_avg_over_cap_shares"":0.0,""unallocated_avg_under_zero_shares"":0.0,""unallocated_cap_utilization"":0.110603},""allocated_accounts"":99679,""allocated_lots_total"":207000,""average_lots_per_allocated_account"":2.076666098175142,""unallocated_accounts"":404730,""unallocated_avg_shares"":52834.95367281892,""unallocated_avg_amount_wan"":36.87879766362761,""unallocated_cap_shares"":477700,""residual_over_cap_shares"":0.0,""top_apply_below_guaranteed"":false,""buckets"":[{""allocated_lots"":3,""accounts"":53660,""threshold_shares"":1034900,""threshold_amount_wan"":722.3602,""basis"":""compressed_extra_lots""},{""allocated_lots"":2,""accounts"":1,""threshold_shares"":955600,""threshold_amount_wan"":667.0088,""basis"":""compressed_extra_lots""},{""allocated_lots"":1,""accounts"":46018,""threshold_shares"":477700,""threshold_amount_wan"":333.4346,""basis"":""fractional_cutoff_estimate""}]}",rough_lot_account_fit,0.7,true,"{""allocated_account_residual"":0,""allocated_lot_residual"":0,""valid_subscription_balance_residual_shares"":0.0,""unallocated_avg_over_cap_shares"":0.0,""unallocated_avg_under_zero_shares"":0.0,""unallocated_cap_utilization"":0.110603}",3,36.878798,true,actual,true,true,true,manual_ladder,,true,true,true,true,920078_族兴新材_招股说明书.pdf,920078_族兴新材_发行公告.pdf,920078_族兴新材_发行结果公告.pdf,920078_族兴新材_上市公告书.pdf,,
920028,新恒泰,2026-03-11,2026-03-16,2026-03-20,9.4,4109,36981000,ONLINE_ISSUE_NUM,3.476214,1738.06,replay_dataset,1849000,583489,97483,98777536900,issue_result:result,9285.088469,0.037439,2671.034772,5,267200,251.2,true,false,,,600000,564,manual_ladder,false,none,[],0,"{""available"":true,""method"":""account_lot_equation"",""fit_quality"":""rough_lot_account_fit"",""fit_confidence"":0.7,""fit_usable_for_tuning"":true,""fit_residuals"":{""allocated_account_residual"":0,""allocated_lot_residual"":0,""valid_subscription_balance_residual_shares"":0.0,""unallocated_avg_over_cap_shares"":0.0,""unallocated_avg_under_zero_shares"":0.0,""unallocated_cap_utilization"":0.007247},""allocated_accounts"":97483,""allocated_lots_total"":369810,""average_lots_per_allocated_account"":3.7935845224295517,""unallocated_accounts"":486006,""unallocated_avg_shares"":1935.7717805953014,""unallocated_avg_amount_wan"":1.8196254737595834,""unallocated_cap_shares"":267100,""residual_over_cap_shares"":0.0,""top_apply_below_guaranteed"":false,""buckets"":[{""allocated_lots"":7,""accounts"":45387,""threshold_shares"":1849000,""threshold_amount_wan"":1738.06,""basis"":""compressed_extra_lots""},{""allocated_lots"":6,""accounts"":1,""threshold_shares"":1602700,""threshold_amount_wan"":1506.538,""basis"":""compressed_extra_lots""},{""allocated_lots"":1,""accounts"":52095,""threshold_shares"":267100,""threshold_amount_wan"":251.074,""basis"":""fractional_cutoff_estimate""}]}",rough_lot_account_fit,0.7,true,"{""allocated_account_residual"":0,""allocated_lot_residual"":0,""valid_subscription_balance_residual_shares"":0.0,""unallocated_avg_over_cap_shares"":0.0,""unallocated_avg_under_zero_shares"":0.0,""unallocated_cap_utilization"":0.007247}",3,1.819625,true,actual,true,true,true,manual_ladder,,true,true,true,true,920028_新恒泰_招股说明书.pdf,920028_新恒泰_发行公告.pdf,920028_新恒泰_发行结果公告.pdf,920028_新恒泰_上市公告书.pdf,,
920188,悦龙科技,2026-03-16,2026-03-19,2026-03-30,14.04,2199.3198,19793879,ONLINE_ISSUE_NUM,2.779061,1389.3984,replay_dataset,989600,459908,82091,63279684500,issue_result:result,8884.467704,0.03128,3196.931966,3,319700,449.28,true,false,,,712101.139601,999.79,manual_ladder,false,none,[],0,"{""available"":true,""method"":""account_lot_equation"",""fit_quality"":""rough_lot_account_fit"",""fit_confidence"":0.7,""fit_usable_for_tuning"":true,""fit_residuals"":{""allocated_account_residual"":0,""allocated_lot_residual"":0,""valid_subscription_balance_residual_shares"":0.0,""unallocated_avg_over_cap_shares"":0.0,""unallocated_avg_under_zero_shares"":0.0,""unallocated_cap_utilization"":0.092511},""allocated_accounts"":82091,""allocated_lots_total"":197939,""average_lots_per_allocated_account"":2.411214384037227,""unallocated_accounts"":377817,""unallocated_avg_shares"":29566.37975527835,""unallocated_avg_amount_wan"":41.511197176410796,""unallocated_cap_shares"":319600,""residual_over_cap_shares"":0.0,""top_apply_below_guaranteed"":false,""buckets"":[{""allocated_lots"":4,""accounts"":38616,""threshold_shares"":989600,""threshold_amount_wan"":1389.3984,""basis"":""compressed_extra_lots""},{""allocated_lots"":1,""accounts"":43475,""threshold_shares"":319600,""threshold_amount_wan"":448.7184,""basis"":""fractional_cutoff_estimate""}]}",rough_lot_account_fit,0.7,true,"{""allocated_account_residual"":0,""allocated_lot_residual"":0,""valid_subscription_balance_residual_shares"":0.0,""unallocated_avg_over_cap_shares"":0.0,""unallocated_avg_under_zero_shares"":0.0,""unallocated_cap_utilization"":0.092511}",2,41.511197,true,actual,true,true,true,manual_ladder,,true,true,true,true,920188_悦龙科技_招股说明书.pdf,920188_悦龙科技_发行公告.pdf,920188_悦龙科技_发行结果公告.pdf,920188_悦龙科技_上市公告书.pdf,,
920069,普昂医疗,2026-03-18,2026-03-23,2026-03-27,18.38,1058.28,9524520,ONLINE_ISSUE_NUM,1.750607,875.2556,replay_dataset,476200,449859,65409,37659663300,issue_result:result,6921.846115,0.025291,3953.96968,5,395400,726.7452,true,false,,,476200,875.2556,model_estimate_without_distribution,true,fractional_cutoff,[],0,"{""available"":true,""method"":""account_lot_equation"",""fit_quality"":""rough_lot_account_fit"",""fit_confidence"":0.7,""fit_usable_for_tuning"":true,""fit_residuals"":{""allocated_account_residual"":0,""allocated_lot_residual"":0,""valid_subscription_balance_residual_shares"":0.0,""unallocated_avg_over_cap_shares"":0.0,""unallocated_avg_under_zero_shares"":0.0,""unallocated_cap_utilization"":0.061786},""allocated_accounts"":65409,""allocated_lots_total"":95245,""average_lots_per_allocated_account"":1.4561451787980246,""unallocated_accounts"":384450,""unallocated_avg_shares"":24423.860580049422,""unallocated_avg_amount_wan"":44.89105574613084,""unallocated_cap_shares"":395300,""residual_over_cap_shares"":0.0,""top_apply_below_guaranteed"":false,""buckets"":[{""allocated_lots"":2,""accounts"":29836,""threshold_shares"":476200,""threshold_amount_wan"":875.2556,""basis"":""compressed_extra_lots""},{""allocated_lots"":1,""accounts"":35573,""threshold_shares"":395300,""threshold_amount_wan"":726.5614,""basis"":""fractional_cutoff_estimate""}]}",rough_lot_account_fit,0.7,true,"{""allocated_account_residual"":0,""allocated_lot_residual"":0,""valid_subscription_balance_residual_shares"":0.0,""unallocated_avg_over_cap_shares"":0.0,""unallocated_avg_under_zero_shares"":0.0,""unallocated_cap_utilization"":0.061786}",2,44.891056,true,actual,true,true,true,ready_guaranteed,SUBSCRIPTION_AMOUNT_DISTRIBUTION/FRACTIONAL_THRESHOLD_SHARES|FRACTIONAL_TIME_PRIORITY_REQUIRED,true,true,true,true,920069_普昂医疗_招股说明书.pdf,920069_普昂医疗_发行公告.pdf,920069_普昂医疗_发行结果公告.pdf,920069_普昂医疗_上市公告书.pdf,,
920055,隆源股份,2026-03-23,2026-03-26,2026-03-31,24.7,1700,15300000,ONLINE_ISSUE_NUM,3.7791,1889.55,replay_dataset,765000,386466,66399,35230400600,issue_result:result,8701.908948,0.043428,2302.640562,3,230300,569.2,true,false,,,438599.190283,1083.34,manual_ladder,false,fractional_cutoff,[],0,"{""available"":true,""method"":""account_lot_equation"",""fit_quality"":""rough_lot_account_fit"",""fit_confidence"":0.7,""fit_usable_for_tuning"":true,""fit_residuals"":{""allocated_account_residual"":0,""allocated_lot_residual"":0,""valid_subscription_balance_residual_shares"":0.0,""unallocated_avg_over_cap_shares"":0.0,""unallocated_avg_under_zero_shares"":0.0,""unallocated_cap_utilization"":0.061174},""allocated_accounts"":66399,""allocated_lots_total"":153000,""average_lots_per_allocated_account"":2.304251570053766,""unallocated_accounts"":320067,""unallocated_avg_shares"":14082.299018642972,""unallocated_avg_amount_wan"":34.78327857604814,""unallocated_cap_shares"":230200,""residual_over_cap_shares"":0.0,""top_apply_below_guaranteed"":false,""buckets"":[{""allocated_lots"":4,""accounts"":28867,""threshold_shares"":765000,""threshold_amount_wan"":1889.55,""basis"":""compressed_extra_lots""},{""allocated_lots"":1,""accounts"":37532,""threshold_shares"":230200,""threshold_amount_wan"":568.594,""basis"":""fractional_cutoff_estimate""}]}",rough_lot_account_fit,0.7,true,"{""allocated_account_residual"":0,""allocated_lot_residual"":0,""valid_subscription_balance_residual_shares"":0.0,""unallocated_avg_over_cap_shares"":0.0,""unallocated_avg_under_zero_shares"":0.0,""unallocated_cap_utilization"":0.061174}",2,34.783279,true,actual,true,true,true,manual_ladder,,true,true,true,true,920055_隆源股份_招股说明书.pdf,920055_隆源股份_发行公告.pdf,920055_隆源股份_发行结果公告.pdf,920055_隆源股份_上市公告书.pdf,,
920011,晨光电机,2026-03-25,2026-03-30,2026-04-08,15.5,2066.6667,18600001,ONLINE_ISSUE_NUM,2.883,1441.5,replay_dataset,930000,501926,78286,57847240800,issue_result:result,8966.322324,0.032154,3110.066542,5,311100,482,true,false,,,520600,806.93,manual_ladder,false,none,[],0,"{""available"":true,""method"":""account_lot_equation"",""fit_quality"":""rough_lot_account_fit"",""fit_confidence"":0.7,""fit_usable_for_tuning"":true,""fit_residuals"":{""allocated_account_residual"":0,""allocated_lot_residual"":0,""valid_subscription_balance_residual_shares"":0.0,""unallocated_avg_over_cap_shares"":0.0,""unallocated_avg_under_zero_shares"":0.0,""unallocated_cap_utilization"":0.001236},""allocated_accounts"":78286,""allocated_lots_total"":186000,""average_lots_per_allocated_account"":2.3759037375776,""unallocated_accounts"":423640,""unallocated_avg_shares"":384.3164007175904,""unallocated_avg_amount_wan"":0.5956904211122651,""unallocated_cap_shares"":311000,""residual_over_cap_shares"":0.0,""top_apply_below_guaranteed"":false,""buckets"":[{""allocated_lots"":3,""accounts"":53857,""threshold_shares"":930000,""threshold_amount_wan"":1441.5,""basis"":""compressed_extra_lots""},{""allocated_lots"":1,""accounts"":24429,""threshold_shares"":311000,""threshold_amount_wan"":482.05,""basis"":""fractional_cutoff_estimate""}]}",rough_lot_account_fit,0.7,true,"{""allocated_account_residual"":0,""allocated_lot_residual"":0,""valid_subscription_balance_residual_shares"":0.0,""unallocated_avg_over_cap_shares"":0.0,""unallocated_avg_under_zero_shares"":0.0,""unallocated_cap_utilization"":0.001236}",2,0.59569,true,actual,true,true,true,manual_ladder,,true,true,true,true,920011_晨光电机_招股说明书.pdf,920011_晨光电机_发行公告.pdf,920011_晨光电机_发行结果公告.pdf,920011_晨光电机_上市公告书.pdf,,
920181,赛英电子,2026-03-30,2026-04-02,2026-04-10,28,1080,9720000,ONLINE_ISSUE_NUM,2.7216,1360.8,replay_dataset,486000,382324,47959,23228262500,issue_result:result,6503.9135,0.041846,2389.73894,3,239000,669.2,true,false,,,478000,1338.4,model_estimate_without_distribution,true,fractional_cutoff,[],0,"{""available"":true,""method"":""account_lot_equation"",""fit_quality"":""rough_lot_account_fit"",""fit_confidence"":0.7,""fit_usable_for_tuning"":true,""fit_residuals"":{""allocated_account_residual"":0,""allocated_lot_residual"":0,""valid_subscription_balance_residual_shares"":0.0,""unallocated_avg_over_cap_shares"":0.0,""unallocated_avg_under_zero_shares"":0.0,""unallocated_cap_utilization"":0.071195},""allocated_accounts"":47959,""allocated_lots_total"":97200,""average_lots_per_allocated_account"":2.0267311662044665,""unallocated_accounts"":334365,""unallocated_avg_shares"":17008.40787761877,""unallocated_avg_amount_wan"":47.62354205733256,""unallocated_cap_shares"":238900,""residual_over_cap_shares"":0.0,""top_apply_below_guaranteed"":false,""buckets"":[{""allocated_lots"":3,""accounts"":24620,""threshold_shares"":486000,""threshold_amount_wan"":1360.8,""basis"":""compressed_extra_lots""},{""allocated_lots"":2,""accounts"":1,""threshold_shares"":478000,""threshold_amount_wan"":1338.4,""basis"":""compressed_extra_lots""},{""allocated_lots"":1,""accounts"":23338,""threshold_shares"":238900,""threshold_amount_wan"":668.92,""basis"":""fractional_cutoff_estimate""}]}",rough_lot_account_fit,0.7,true,"{""allocated_account_residual"":0,""allocated_lot_residual"":0,""valid_subscription_balance_residual_shares"":0.0,""unallocated_avg_over_cap_shares"":0.0,""unallocated_avg_under_zero_shares"":0.0,""unallocated_cap_utilization"":0.071195}",3,47.623542,true,actual,true,true,true,ready_guaranteed,SUBSCRIPTION_AMOUNT_DISTRIBUTION/FRACTIONAL_THRESHOLD_SHARES|FRACTIONAL_TIME_PRIORITY_REQUIRED,true,true,true,true,920181_赛英电子_招股说明书.pdf,920181_赛英电子_发行公告.pdf,920181_赛英电子_发行结果公告.pdf,920181_赛英电子_上市公告书.pdf,,
920012,创达新材,2026-04-01,2026-04-07,2026-04-13,19.58,1232.9345,11096411,ONLINE_ISSUE_NUM,2.172677,1086.2984,replay_dataset,554800,489894,65615,41265396200,issue_result:result,8079.764576,0.02689,3718.805675,6,371900,728.5,true,false,,,554800,1086.2984,manual_ladder,true,none,[],0,"{""available"":true,""method"":""account_lot_equation"",""fit_quality"":""rough_lot_account_fit"",""fit_confidence"":0.7,""fit_usable_for_tuning"":true,""fit_residuals"":{""allocated_account_residual"":0,""allocated_lot_residual"":0,""valid_subscription_balance_residual_shares"":0.0,""unallocated_avg_over_cap_shares"":0.0,""unallocated_avg_under_zero_shares"":0.0,""unallocated_cap_utilization"":0.054333},""allocated_accounts"":65615,""allocated_lots_total"":110964,""average_lots_per_allocated_account"":1.6911376971729026,""unallocated_accounts"":424279,""unallocated_avg_shares"":20201.02856846556,""unallocated_avg_amount_wan"":39.553613937055566,""unallocated_cap_shares"":371800,""residual_over_cap_shares"":0.0,""top_apply_below_guaranteed"":false,""buckets"":[{""allocated_lots"":2,""accounts"":45349,""threshold_shares"":554800,""threshold_amount_wan"":1086.2984,""basis"":""compressed_extra_lots""},{""allocated_lots"":1,""accounts"":20266,""threshold_shares"":371800,""threshold_amount_wan"":727.9843999999999,""basis"":""fractional_cutoff_estimate""}]}",rough_lot_account_fit,0.7,true,"{""allocated_account_residual"":0,""allocated_lot_residual"":0,""valid_subscription_balance_residual_shares"":0.0,""unallocated_avg_over_cap_shares"":0.0,""unallocated_avg_under_zero_shares"":0.0,""unallocated_cap_utilization"":0.054333}",2,39.553614,true,actual,true,true,true,manual_ladder,,true,true,true,true,920012_创达新材_招股说明书.pdf,920012_创达新材_发行公告.pdf,920012_创达新材_发行结果公告.pdf,920012_创达新材_上市公告书.pdf,,
920177,恒道科技,2026-04-07,2026-04-10,2026-04-16,21.8,1308,11772000,ONLINE_ISSUE_NUM,2.566296,1283.148,replay_dataset,588600,404935,63817,37203604900,issue_result:result,8110.385868,0.031642,3160.347001,3,316100,689.098,true,false,,,361500,788.07,model_estimate_without_distribution,false,none,[],0,"{""available"":true,""method"":""account_lot_equation"",""fit_quality"":""rough_lot_account_fit"",""fit_confidence"":0.7,""fit_usable_for_tuning"":true,""fit_residuals"":{""allocated_account_residual"":0,""allocated_lot_residual"":0,""valid_subscription_balance_residual_shares"":0.0,""unallocated_avg_over_cap_shares"":0.0,""unallocated_avg_under_zero_shares"":0.0,""unallocated_cap_utilization"":0.02174},""allocated_accounts"":63817,""allocated_lots_total"":117720,""average_lots_per_allocated_account"":1.84464954479214,""unallocated_accounts"":341118,""unallocated_avg_shares"":6869.983700654905,""unallocated_avg_amount_wan"":14.976564467427693,""unallocated_cap_shares"":316000,""residual_over_cap_shares"":0.0,""top_apply_below_guaranteed"":false,""buckets"":[{""allocated_lots"":2,""accounts"":53903,""threshold_shares"":588600,""threshold_amount_wan"":1283.148,""basis"":""compressed_extra_lots""},{""allocated_lots"":1,""accounts"":9914,""threshold_shares"":316000,""threshold_amount_wan"":688.88,""basis"":""fractional_cutoff_estimate""}]}",rough_lot_account_fit,0.7,true,"{""allocated_account_residual"":0,""allocated_lot_residual"":0,""valid_subscription_balance_residual_shares"":0.0,""unallocated_avg_over_cap_shares"":0.0,""unallocated_avg_under_zero_shares"":0.0,""unallocated_cap_utilization"":0.02174}",2,14.976564,true,actual,true,true,true,ready_guaranteed,SUBSCRIPTION_AMOUNT_DISTRIBUTION/FRACTIONAL_THRESHOLD_SHARES|FRACTIONAL_TIME_PRIORITY_REQUIRED,true,true,true,true,920177_恒道科技_招股说明书.pdf,920177_恒道科技_发行公告.pdf,920177_恒道科技_发行结果公告.pdf,920177_恒道科技_上市公告书.pdf,,
920191,瑞尔竞达,2026-04-09,2026-04-14,2026-04-20,7.71,4435,39915000,ONLINE_ISSUE_NUM,3.077447,1538.6847,replay_dataset,1995700,460563,93651,115166902400,issue_result:result,8879.368175,0.034658,2885.303831,5,288600,223.315,true,false,,,708949.416342,546.6,manual_ladder,false,none,[],0,"{""available"":true,""method"":""account_lot_equation"",""fit_quality"":""rough_lot_account_fit"",""fit_confidence"":0.7,""fit_usable_for_tuning"":true,""fit_residuals"":{""allocated_account_residual"":0,""allocated_lot_residual"":0,""valid_subscription_balance_residual_shares"":0.0,""unallocated_avg_over_cap_shares"":0.0,""unallocated_avg_under_zero_shares"":0.0,""unallocated_cap_utilization"":0.011562},""allocated_accounts"":93651,""allocated_lots_total"":399150,""average_lots_per_allocated_account"":4.262100778422013,""unallocated_accounts"":366912,""unallocated_avg_shares"":3335.7535321821038,""unallocated_avg_amount_wan"":2.571865973312402,""unallocated_cap_shares"":288500,""residual_over_cap_shares"":0.0,""top_apply_below_guaranteed"":false,""buckets"":[{""allocated_lots"":7,""accounts"":50916,""threshold_shares"":1995700,""threshold_amount_wan"":1538.6847,""basis"":""compressed_extra_lots""},{""allocated_lots"":4,""accounts"":1,""threshold_shares"":1154200,""threshold_amount_wan"":889.8882,""basis"":""compressed_extra_lots""},{""allocated_lots"":1,""accounts"":42734,""threshold_shares"":288500,""threshold_amount_wan"":222.4335,""basis"":""fractional_cutoff_estimate""}]}",rough_lot_account_fit,0.7,true,"{""allocated_account_residual"":0,""allocated_lot_residual"":0,""valid_subscription_balance_residual_shares"":0.0,""unallocated_avg_over_cap_shares"":0.0,""unallocated_avg_under_zero_shares"":0.0,""unallocated_cap_utilization"":0.011562}",3,2.571866,true,actual,true,true,true,manual_ladder,,true,true,true,true,920191_瑞尔竞达_招股说明书.pdf,920191_瑞尔竞达_发行公告.pdf,920191_瑞尔竞达_发行结果公告.pdf,920191_瑞尔竞达_上市公告书.pdf,,
920125,鸿仕达,2026-04-13,2026-04-16,2026-04-24,16.57,1350,12150000,ONLINE_ISSUE_NUM,2.013255,1006.6275,replay_dataset,607500,523224,72162,49511132600,issue_result:result,8203.994672,0.02454,4074.990337,3,407500,675.39,true,false,,,607500,1006.6275,manual_ladder,true,none,[],0,"{""available"":true,""method"":""account_lot_equation"",""fit_quality"":""rough_lot_account_fit"",""fit_confidence"":0.7,""fit_usable_for_tuning"":true,""fit_residuals"":{""allocated_account_residual"":0,""allocated_lot_residual"":0,""valid_subscription_balance_residual_shares"":0.0,""unallocated_avg_over_cap_shares"":0.0,""unallocated_avg_under_zero_shares"":0.0,""unallocated_cap_utilization"":0.055723},""allocated_accounts"":72162,""allocated_lots_total"":121500,""average_lots_per_allocated_account"":1.683711648790222,""unallocated_accounts"":451062,""unallocated_avg_shares"":22701.53548736094,""unallocated_avg_amount_wan"":37.61644430255708,""unallocated_cap_shares"":407400,""residual_over_cap_shares"":0.0,""top_apply_below_guaranteed"":false,""buckets"":[{""allocated_lots"":2,""accounts"":49338,""threshold_shares"":607500,""threshold_amount_wan"":1006.6275,""basis"":""compressed_extra_lots""},{""allocated_lots"":1,""accounts"":22824,""threshold_shares"":407400,""threshold_amount_wan"":675.0618,""basis"":""fractional_cutoff_estimate""}]}",rough_lot_account_fit,0.7,true,"{""allocated_account_residual"":0,""allocated_lot_residual"":0,""valid_subscription_balance_residual_shares"":0.0,""unallocated_avg_over_cap_shares"":0.0,""unallocated_avg_under_zero_shares"":0.0,""unallocated_cap_utilization"":0.055723}",2,37.616444,true,actual,true,true,true,manual_ladder,,true,true,true,true,920125_鸿仕达_招股说明书.pdf,920125_鸿仕达_发行公告.pdf,920125_鸿仕达_发行结果公告.pdf,920125_鸿仕达_上市公告书.pdf,,
920156,海昌智能,2026-04-15,2026-04-20,2026-04-27,20.93,2412,21708000,ONLINE_ISSUE_NUM,4.543484,2271.7422,replay_dataset,1085400,522014,74732,49379750800,issue_result:result,10335.181842,0.043961,2274.725944,5,227500,476.27,true,false,,,293401.815576,614.09,manual_ladder,false,none,[],0,"{""available"":true,""method"":""account_lot_equation"",""fit_quality"":""rough_lot_account_fit"",""fit_confidence"":0.7,""fit_usable_for_tuning"":true,""fit_residuals"":{""allocated_account_residual"":0,""allocated_lot_residual"":0,""valid_subscription_balance_residual_shares"":0.0,""unallocated_avg_over_cap_shares"":0.0,""unallocated_avg_under_zero_shares"":0.0,""unallocated_cap_utilization"":0.018209},""allocated_accounts"":74732,""allocated_lots_total"":217080,""average_lots_per_allocated_account"":2.9047797462934217,""unallocated_accounts"":447282,""unallocated_avg_shares"":4140.671880379716,""unallocated_avg_amount_wan"":8.666426245634746,""unallocated_cap_shares"":227400,""residual_over_cap_shares"":0.0,""top_apply_below_guaranteed"":false,""buckets"":[{""allocated_lots"":5,""accounts"":35587,""threshold_shares"":1085400,""threshold_amount_wan"":2271.7422,""basis"":""compressed_extra_lots""},{""allocated_lots"":1,""accounts"":39145,""threshold_shares"":227400,""threshold_amount_wan"":475.9482,""basis"":""fractional_cutoff_estimate""}]}",rough_lot_account_fit,0.7,true,"{""allocated_account_residual"":0,""allocated_lot_residual"":0,""valid_subscription_balance_residual_shares"":0.0,""unallocated_avg_over_cap_shares"":0.0,""unallocated_avg_under_zero_shares"":0.0,""unallocated_cap_utilization"":0.018209}",2,8.666426,true,actual,true,true,true,manual_ladder,,true,true,true,true,920156_海昌智能_招股说明书.pdf,920156_海昌智能_发行公告.pdf,920156_海昌智能_发行结果公告.pdf,920156_海昌智能_上市公告书.pdf,,
920186,中科仪,2026-04-20,2026-04-23,2026-04-29,16.21,5200,23400000,ONLINE_ISSUE_NUM,3.79314,1517.256,replay_dataset,936000,,83713,60968456172,issue_result:result,9882.986745,0.038381,2605.48958,3,260600,422.4326,true,false,,,370700,600.9047,model_estimate_without_distribution,false,none,[],0,{},,,false,{},0,,false,actual,true,true,true,ready_guaranteed,ONLINE_VA_SHARES/FROZEN_FUNDS_YI|ONLINE_VA_NUM|SUBSCRIPTION_AMOUNT_DISTRIBUTION/FRACTIONAL_THRESHOLD_SHARES|FRACTIONAL_TIME_PRIORITY_REQUIRED,true,true,true,true,920186_中科仪_招股说明书.pdf,920186_中科仪_发行公告.pdf,920186_中科仪_发行结果公告.pdf,920186_中科仪_上市公告书.pdf,,
